order_id,customer_id,order_status,shipping_address,shipping_city,shipping_country,order_date,shipped_date,delivered_date
1516,495,pending,26572 Charlene Hill Suite 506,Kevinmouth,American Samoa,2023-11-03,,
1517,5,confirmed,93241 Johnson Shoals Apt. 713,Hernandezfort,Korea,2024-10-31,,
1518,314,delivered,927 Moon Plaza Suite 876,Kentview,Samoa,2025-05-08,2025-05-13,2025-05-19
1519,421,shipped,9680 Lynch Locks,West Nicoleland,Congo,2025-08-20,2025-08-21,
1520,422,delivered,0605 Martin Row Apt. 599,Port Stevenshire,Philippines,2025-05-13,2025-05-15,2025-05-17
1521,152,returned,465 Mclean Shore,Masseychester,Belize,2025-10-24,2025-10-28,2025-10-29
1522,54,pending,6227 Mcmahon Garden,Lake Christianport,Cambodia,2022-07-31,,
1523,241,delivered,9868 Joshua Keys Suite 100,Port Chad,Bulgaria,2025-08-13,2025-08-15,2025-08-20
1524,33,delivered,01188 Moore Villages,Brittanystad,Greece,2025-03-06,2025-03-10,2025-03-11
1525,68,pending,76247 Stewart Court Apt. 806,Gabrielland,Christmas Island,2025-06-08,,
1526,271,delivered,056 Scott Tunnel Suite 516,East Brandy,Haiti,2025-04-24,2025-04-28,2025-04-29
1527,17,delivered,22557 Rodriguez Route,East Chelsea,Belize,2025-10-20,2025-10-22,2025-10-27
1528,64,delivered,5864 Weeks Viaduct,Justinstad,Pitcairn Islands,2025-09-09,2025-09-12,2025-09-16
1529,420,confirmed,62290 Michaela Islands,Melanieland,Benin,2025-02-20,,
1530,85,delivered,310 Kaitlyn Springs,East Leslieburgh,Morocco,2022-10-01,2022-10-02,2022-10-08
1531,243,delivered,0765 Shaw Expressway,Churchville,Afghanistan,2025-04-23,2025-04-26,2025-04-27
1532,21,shipped,343 Wilson Forks,Lambertton,Liechtenstein,2025-10-15,2025-10-20,
1533,487,delivered,19083 Rojas Alley Apt. 718,Port Clarenceborough,Kazakhstan,2025-10-28,2025-10-29,2025-11-02
1534,199,delivered,0683 Thompson Forge,Harrisfort,Tonga,2025-05-25,2025-05-29,2025-06-01
1535,157,shipped,81110 Kerr Causeway,Jonesview,Holy See (Vatican City State),2024-10-25,2024-10-26,
1536,312,delivered,233 Edward Mission Suite 942,South Sarah,Niue,2025-10-17,2025-10-22,2025-10-28
1537,308,delivered,788 Potts Ramp,Port Briana,Jamaica,2024-06-15,2024-06-16,2024-06-18
1538,257,delivered,008 Ho Estate,Johnsonberg,France,2023-12-25,2023-12-30,2024-01-04
1539,452,delivered,7646 Dylan Freeway,Greerland,Yemen,2024-08-11,2024-08-16,2024-08-19
1540,200,delivered,218 Mcknight Lock Apt. 299,Brianaborough,Martinique,2025-08-19,2025-08-21,2025-08-27
1541,324,shipped,6418 Moran Cliff Apt. 364,Breannafort,Hungary,2024-09-30,2024-10-01,
1542,156,delivered,3454 Hanna Ranch Suite 771,South Erinside,Belize,2025-02-24,2025-02-27,2025-03-03
1543,356,pending,15879 Henry Crossroad,Davistown,Colombia,2025-12-01,,
1544,414,delivered,4771 Brooks Rapids,Rileyside,Oman,2024-11-23,2024-11-26,2024-12-03
1545,72,delivered,305 Wallace Ways,Kyleton,Tokelau,2024-07-26,2024-07-30,2024-08-05
1546,396,delivered,042 Ryan Inlet Apt. 347,West Sherylmouth,United States of America,2024-08-31,2024-09-05,2024-09-06
1547,395,cancelled,2993 Bartlett Square Apt. 880,West Mitchell,Korea,2023-09-10,,
1548,426,delivered,73753 Klein Rest Apt. 642,Lake Kelly,Vanuatu,2023-06-30,2023-07-03,2023-07-09
1549,499,delivered,6098 Justin Lock,New Richard,Estonia,2024-04-16,2024-04-20,2024-04-24
1550,154,delivered,53416 Foley Brook Suite 832,Samuelmouth,Mauritania,2025-10-27,2025-11-01,2025-11-02
1551,185,delivered,46453 Patricia Manor Suite 344,Pereztown,Israel,2025-12-18,2025-12-21,2025-12-28
1552,281,delivered,45578 John Station,East Joshuatown,Kuwait,2024-01-25,2024-01-26,2024-01-28
1553,254,cancelled,6652 Smith Fort Suite 726,Sherryview,Oman,2025-02-11,,
1554,471,confirmed,891 Matthew Ramp Suite 663,North Corey,Morocco,2025-02-20,,
1555,339,confirmed,6264 Courtney Port,Lake Jamesland,Kenya,2025-12-22,,
1556,133,delivered,02166 Burns Bridge,Jaclynshire,Ukraine,2024-08-09,2024-08-10,2024-08-11
1557,163,pending,0591 Rodriguez Mall,Lunafort,Saint Martin,2025-12-12,,
1558,470,confirmed,79062 Richard Common,East Anthony,Benin,2023-10-07,,
1559,265,confirmed,0507 Peter Manors,West Jeffreyport,Brunei Darussalam,2025-12-24,,
1560,472,delivered,170 Lee Lakes Suite 849,Lake Susan,Guam,2025-09-23,2025-09-27,2025-10-03
1561,394,delivered,7119 Carol Circles,Port Jasonborough,Pitcairn Islands,2024-01-03,2024-01-04,2024-01-11
1562,228,shipped,16973 Nolan Rest,North Biancahaven,Paraguay,2024-09-08,2024-09-13,
1563,486,confirmed,4837 Rebecca Villages,Transhire,Bouvet Island (Bouvetoya),2025-09-11,,
1564,423,delivered,7157 Benjamin Cove Suite 785,West Carl,Malawi,2025-10-28,2025-10-29,2025-11-01
1565,154,shipped,35572 Robert Turnpike Suite 528,Thompsonburgh,Norfolk Island,2025-08-15,2025-08-16,
1566,395,delivered,222 Jessica Parks,South Robert,Brazil,2024-05-08,2024-05-11,2024-05-17
1567,384,pending,229 Justin Vista Suite 457,Lake Jacobland,Mongolia,2024-10-07,,
1568,304,confirmed,73125 Gilmore Park,Willieborough,San Marino,2025-11-25,,
1569,470,shipped,54172 Anderson Mountain Apt. 255,South Peterburgh,North Macedonia,2025-04-08,2025-04-10,
1570,69,delivered,99150 Robert Prairie,West Robert,Niue,2025-12-20,2025-12-23,2025-12-28
1571,497,delivered,8081 King Track Suite 788,Barrettside,Saint Vincent and the Grenadines,2025-07-31,2025-08-01,2025-08-02
1572,3,delivered,2214 Hill Squares Apt. 123,South Edwin,Niue,2025-09-17,2025-09-18,2025-09-22
1573,324,delivered,04540 Sarah Stravenue Apt. 960,Port Matthew,Iran,2024-01-18,2024-01-23,2024-01-24
1574,275,returned,00967 Melissa Light Suite 948,Sharonville,Saint Lucia,2025-12-13,2025-12-16,2025-12-20
1575,184,delivered,6603 Katrina Brooks Suite 032,Port Saratown,Equatorial Guinea,2025-02-10,2025-02-12,2025-02-13
1576,476,delivered,474 Hamilton Isle Apt. 384,New Kyleside,Heard Island and McDonald Islands,2025-09-15,2025-09-20,2025-09-26
1577,196,delivered,75560 Elizabeth Place Suite 708,Smithfurt,Sri Lanka,2025-12-25,2025-12-28,2026-01-04
1578,44,delivered,0021 Perez Manors,New Brentborough,Gibraltar,2025-10-16,2025-10-17,2025-10-22
1579,187,delivered,5106 Lori Mill,Joyceside,Andorra,2025-12-15,2025-12-17,2025-12-19
1580,71,cancelled,11840 Hughes Creek,Davisfort,Kyrgyz Republic,2022-03-22,,
1581,103,delivered,0795 Christopher Avenue,Williamsside,Italy,2025-11-13,2025-11-18,2025-11-24
1582,243,delivered,508 Howell Gateway,Williamshire,Guadeloupe,2025-07-28,2025-07-31,2025-08-04
1583,247,confirmed,171 Hansen Plaza Apt. 705,Sandersfort,Fiji,2025-10-19,,
1584,310,confirmed,7770 West Cove,West Lori,Comoros,2025-11-15,,
1585,111,delivered,992 Courtney Springs Apt. 029,Susanton,Afghanistan,2025-10-22,2025-10-23,2025-10-24
1586,469,pending,6092 Brooks Common,Autumnport,Bulgaria,2024-10-22,,
1587,450,cancelled,608 Justin Circles Apt. 328,Hernandezchester,Senegal,2025-12-20,,
1588,107,returned,06294 David Crossroad Suite 528,South William,Portugal,2023-06-17,2023-06-21,2023-06-25
1589,126,delivered,65442 Gonzales Neck Apt. 491,Port Nicholasstad,Botswana,2023-12-31,2024-01-01,2024-01-06
1590,205,delivered,0457 Andrew Loaf,Bradfordton,Singapore,2025-12-19,2025-12-21,2025-12-25
1591,31,confirmed,516 Andre Tunnel,Lake Alberthaven,South Africa,2023-09-25,,
1592,309,delivered,4436 Lisa Station Apt. 378,East Randyhaven,Greece,2025-12-29,2025-12-31,2026-01-02
1593,426,shipped,775 Hill Hills Suite 860,North Dianechester,Martinique,2024-10-16,2024-10-18,
1594,207,shipped,7202 Young Station,Jamesfurt,Somalia,2024-01-04,2024-01-08,
1595,265,delivered,0252 Oneill Green,Port Jamesshire,Syrian Arab Republic,2025-12-22,2025-12-23,2025-12-26
1596,279,confirmed,20536 Heather Alley,New Jessicaberg,Uzbekistan,2024-07-02,,
1597,57,delivered,2081 Collins Brooks,Natalieland,Micronesia,2025-11-29,2025-12-01,2025-12-08
1598,24,delivered,02475 Rios Hill,Valdezborough,India,2025-07-31,2025-08-03,2025-08-04
1599,203,delivered,35959 Sean Street Apt. 668,East Traceyburgh,Zambia,2025-09-29,2025-10-02,2025-10-09
1600,114,delivered,982 Mercado Causeway,Shortview,Cyprus,2024-09-01,2024-09-02,2024-09-03
1601,291,delivered,8991 Jones Road,East Heathermouth,Norway,2025-09-27,2025-10-01,2025-10-04
1602,77,delivered,643 Rodney Burg,Juliaton,Mongolia,2025-12-24,2025-12-26,2025-12-27
1603,308,delivered,1508 Drake Key,Lewismouth,Cayman Islands,2024-07-31,2024-08-04,2024-08-09
1604,306,delivered,80596 Rebecca Street,Donaldstad,Bahrain,2024-07-26,2024-07-29,2024-07-30
1605,358,delivered,79354 Daniel Rest,Nelsonland,Lithuania,2024-02-22,2024-02-27,2024-03-03
1606,455,returned,146 Roberson Way,South John,Puerto Rico,2025-05-09,2025-05-10,2025-05-11
1607,145,delivered,55499 Kennedy Isle Apt. 894,Chandlerberg,Taiwan,2025-05-02,2025-05-05,2025-05-06
1608,92,returned,8908 Brown Wells Apt. 543,North Erin,Marshall Islands,2025-08-17,2025-08-22,2025-08-29
1609,402,delivered,60856 Wallace Curve,North Markside,Ecuador,2025-06-03,2025-06-07,2025-06-13
1610,167,returned,8699 Amber Lake,Port Daltonburgh,Trinidad and Tobago,2024-08-21,2024-08-26,2024-08-28
1611,109,delivered,250 Brittany Haven Suite 633,Lake Samantha,Mayotte,2025-06-09,2025-06-11,2025-06-14
1612,78,delivered,75509 Martin Mountain,Jessicaton,Liberia,2023-10-19,2023-10-22,2023-10-23
1613,296,delivered,7459 Kelly Burg Suite 412,East Melanie,Kiribati,2025-06-16,2025-06-19,2025-06-23
1614,110,delivered,69667 Joshua Mission,New Martinshire,Northern Mariana Islands,2024-10-27,2024-10-31,2024-11-01
1615,12,confirmed,5992 Desiree Motorway,Manuelfurt,Angola,2025-04-06,,
1616,115,delivered,7326 Hernandez Cliff Suite 945,New Jessicaside,Montenegro,2025-04-06,2025-04-11,2025-04-18
1617,192,delivered,0769 Burns Mountain,Adamsshire,Nicaragua,2024-10-30,2024-10-31,2024-11-01
1618,266,shipped,1407 Black Shoals Suite 010,Steveport,Jordan,2025-12-24,2025-12-28,
1619,12,returned,7376 Lawson Flats Suite 545,Erikfort,Philippines,2025-01-17,2025-01-21,2025-01-22
1620,196,delivered,7997 Carpenter Heights,Ferrellburgh,Belarus,2025-12-20,2025-12-24,2025-12-26
1621,498,pending,347 Bailey Harbor,Lake Kyleshire,Namibia,2023-09-18,,
1622,450,delivered,382 Michael Prairie,Hudsonport,Northern Mariana Islands,2025-11-04,2025-11-07,2025-11-10
1623,130,pending,51464 Cristina Club,Nortonland,Jersey,2025-06-30,,
1624,292,shipped,09501 Emma Lights Suite 046,East Alisha,Aruba,2025-11-18,2025-11-21,
1625,450,returned,88803 Curry Trafficway Suite 495,Nicholaschester,Finland,2025-12-22,2025-12-26,2025-12-29
1626,284,delivered,1339 Waller Road Suite 115,New Rebekahburgh,Niue,2024-06-13,2024-06-18,2024-06-25
1627,84,delivered,5862 Johnson Inlet Suite 399,Jimenezbury,Svalbard & Jan Mayen Islands,2024-10-11,2024-10-14,2024-10-21
1628,95,delivered,8985 Dana Street Suite 543,New Katrina,Equatorial Guinea,2025-10-10,2025-10-11,2025-10-14
1629,397,delivered,40185 Desiree Isle Suite 139,North Elizabeth,Argentina,2024-12-13,2024-12-18,2024-12-21
1630,480,delivered,44508 Mike Glen Apt. 897,East Christopher,Greenland,2025-09-19,2025-09-23,2025-09-28
1631,350,delivered,3745 Robinson Course,Campbellshire,Latvia,2024-12-29,2025-01-01,2025-01-07
1632,400,returned,058 Wagner Stream Suite 535,Juliemouth,Heard Island and McDonald Islands,2025-02-23,2025-02-28,2025-03-03
1633,457,shipped,33875 John Plaza,Port William,Cocos (Keeling) Islands,2025-06-25,2025-06-28,
1634,42,cancelled,6920 Bates Place Apt. 642,Pricemouth,Mongolia,2025-09-21,,
1635,335,shipped,40352 Anna Cliff,Port Debbie,Kenya,2024-07-31,2024-08-04,
1636,199,delivered,64694 Randall Throughway,New Kelli,Estonia,2025-06-10,2025-06-12,2025-06-16
1637,250,delivered,98379 Sean Vista,Vanceshire,Indonesia,2024-09-16,2024-09-19,2024-09-20
1638,282,shipped,0280 Irwin Views Apt. 920,Bookerview,Seychelles,2024-11-16,2024-11-21,
1639,56,delivered,007 Michael Gardens,East Caleb,Bosnia and Herzegovina,2024-04-12,2024-04-14,2024-04-20
1640,45,delivered,93481 Hernandez Fall Suite 993,Pattonland,Gambia,2025-12-19,2025-12-21,2025-12-22
1641,197,delivered,9991 Sandra Junctions,Port Amandamouth,Estonia,2024-09-05,2024-09-08,2024-09-14
1642,151,delivered,0205 Garcia Land Apt. 253,New Eric,Panama,2025-07-07,2025-07-09,2025-07-13
1643,150,delivered,7368 Jessica Shoal Suite 276,Lake Alexport,Luxembourg,2023-04-06,2023-04-11,2023-04-14
1644,271,shipped,468 Katherine Via Suite 590,Kennedychester,Martinique,2025-10-17,2025-10-18,
1645,470,delivered,21127 Ramos Divide Apt. 440,Stokesborough,Kenya,2025-01-28,2025-01-29,2025-02-04
1646,134,delivered,020 Ray Lake,Millertown,Latvia,2025-02-08,2025-02-10,2025-02-11
1647,133,delivered,385 Jeffrey Glens Suite 594,Porterport,Mexico,2024-01-20,2024-01-21,2024-01-25
1648,213,shipped,58692 Daniel Road Apt. 680,East Nicholechester,Austria,2025-02-09,2025-02-10,
1649,83,delivered,8122 Wilson Glens Apt. 340,West Heatherhaven,Sudan,2025-07-28,2025-08-02,2025-08-04
1650,226,delivered,744 Miller Knolls,South Andre,Italy,2025-12-23,2025-12-28,2026-01-03
1651,187,delivered,093 Tim Highway,Port Anthonyborough,Nicaragua,2025-05-11,2025-05-15,2025-05-17
1652,59,shipped,2239 Hines Highway,Clarkfurt,Czech Republic,2025-02-25,2025-03-01,
1653,302,pending,592 Beth Overpass Suite 169,New Adam,Barbados,2023-02-11,,
1654,236,delivered,9812 Tina Trail Suite 502,West Manuel,Cyprus,2025-08-13,2025-08-16,2025-08-23
1655,113,delivered,86883 Fry Landing,East Jose,Korea,2025-08-30,2025-09-03,2025-09-08
1656,426,confirmed,9496 Deborah Lane Apt. 615,New Kathyview,Malta,2024-12-11,,
1657,236,delivered,457 Macdonald River,Brandyborough,Barbados,2023-10-21,2023-10-26,2023-11-02
1658,403,delivered,49677 Renee Loop,Port Gregory,Bhutan,2025-11-10,2025-11-14,2025-11-18
1659,83,shipped,861 Henry Pike Suite 792,West Alexander,Bahamas,2025-08-23,2025-08-24,
1660,412,delivered,900 Richards Bridge,Melanieview,Northern Mariana Islands,2024-09-27,2024-09-28,2024-10-04
1661,436,delivered,3169 Gabriel Village Suite 284,Dawnchester,Oman,2024-05-09,2024-05-12,2024-05-19
1662,458,delivered,087 Douglas Estates Suite 096,Lake Alexis,Tonga,2025-12-07,2025-12-11,2025-12-13
1663,441,delivered,33404 Bowman Mission,Port Stevenbury,Taiwan,2025-07-28,2025-08-01,2025-08-07
1664,100,delivered,766 Howe Street Suite 106,East Matthew,United States Minor Outlying Islands,2025-03-14,2025-03-16,2025-03-20
1665,403,cancelled,636 Osborne Dam,Victoriamouth,Solomon Islands,2025-06-15,,
1666,454,cancelled,1382 Hill Stream,East Luis,Saint Vincent and the Grenadines,2025-07-26,,
1667,27,returned,89450 Richmond Villages,West Carlosborough,French Polynesia,2025-06-24,2025-06-25,2025-06-28
1668,337,delivered,755 Lopez Keys,Lake Rick,Djibouti,2022-10-15,2022-10-16,2022-10-22
1669,275,shipped,2588 Simpson Junctions Suite 068,North Sabrina,Honduras,2025-12-10,2025-12-14,
1670,494,delivered,81786 Blackburn Pines Apt. 085,West Nataliefurt,Nepal,2025-11-15,2025-11-17,2025-11-22
1671,93,delivered,533 Johnson Light Apt. 606,East Tylerfort,Denmark,2025-10-23,2025-10-26,2025-11-01
1672,49,delivered,6273 Anthony Cape,Davidmouth,Marshall Islands,2022-07-13,2022-07-18,2022-07-23
1673,450,delivered,94169 Kevin Villages Apt. 454,Kimtown,Iran,2025-12-17,2025-12-21,2025-12-22
1674,61,cancelled,7054 Sara Mills Suite 158,Kennethview,Bangladesh,2025-11-01,,
1675,164,shipped,579 Stacey Parkways,South Jason,Heard Island and McDonald Islands,2025-12-05,2025-12-06,
1676,169,confirmed,010 Melanie Bridge Suite 111,Elliottview,Reunion,2024-03-31,,
1677,59,confirmed,526 Michael Ferry Apt. 409,Port Reneeshire,Swaziland,2025-08-05,,
1678,420,delivered,13359 Troy Pine,South Michael,Chad,2025-12-06,2025-12-09,2025-12-15
1679,97,delivered,928 Lori Walks Apt. 609,Davidport,Korea,2025-08-26,2025-08-29,2025-09-05
1680,253,delivered,840 Hernandez Parkways,East Tammychester,Serbia,2025-09-22,2025-09-27,2025-09-28
1681,482,delivered,61389 Kaitlyn Shore Apt. 730,Port Kevin,Nigeria,2025-11-13,2025-11-16,2025-11-19
1682,486,delivered,647 Melissa Field,New Teresa,Djibouti,2025-12-15,2025-12-18,2025-12-20
1683,399,confirmed,5420 Christopher Dale Apt. 315,Lake Richard,Slovakia (Slovak Republic),2025-06-19,,
1684,460,delivered,417 Sarah Walks Apt. 595,Port Mary,Algeria,2025-12-26,2025-12-29,2026-01-04
1685,48,cancelled,3142 Scott Locks,Erictown,Reunion,2023-01-19,,
1686,235,delivered,5572 Ryan Tunnel,Port Thomasmouth,Guinea-Bissau,2025-03-16,2025-03-19,2025-03-24
1687,48,delivered,073 Maldonado Divide,Lake Lucashaven,Kiribati,2022-10-12,2022-10-15,2022-10-16
1688,499,delivered,8720 Gregg Village,Fitzgeraldfurt,Reunion,2025-12-22,2025-12-23,2025-12-30
1689,291,delivered,81846 Roberts Ferry Apt. 381,Wendystad,Georgia,2025-09-21,2025-09-26,2025-10-01
1690,226,delivered,43217 Kimberly Hills,East Scottchester,China,2025-09-05,2025-09-07,2025-09-14
1691,43,delivered,646 Salazar Lodge Suite 239,West Christopherchester,Saint Vincent and the Grenadines,2025-12-11,2025-12-12,2025-12-19
1692,164,delivered,832 Gary Fork Apt. 217,Christopherberg,Heard Island and McDonald Islands,2022-07-17,2022-07-19,2022-07-26
1693,112,delivered,091 Baldwin Freeway,Aprilville,Sao Tome and Principe,2024-12-24,2024-12-29,2025-01-02
1694,149,delivered,10972 Craig Forge Suite 332,Sueshire,Qatar,2024-12-14,2024-12-15,2024-12-18
1695,130,delivered,97971 Eric Loaf,North Kristintown,Qatar,2025-10-25,2025-10-27,2025-11-03
1696,253,delivered,3186 Berry Branch,Port Sandra,Saint Barthelemy,2025-04-22,2025-04-27,2025-05-03
1697,246,delivered,121 Hernandez Estate Suite 984,Hillbury,Netherlands Antilles,2024-07-21,2024-07-25,2024-07-27
1698,133,cancelled,908 David Ville Apt. 198,North Margaretfort,Puerto Rico,2025-01-20,,
1699,251,delivered,48872 Dean Prairie Apt. 106,Lake Amber,Guyana,2025-01-13,2025-01-18,2025-01-24
1700,100,delivered,9628 Pierce Extensions Apt. 032,South Jeffrey,Jamaica,2023-06-02,2023-06-04,2023-06-08
1701,32,shipped,3511 Joshua Causeway Apt. 099,West Jamesville,Pitcairn Islands,2024-05-25,2024-05-29,
1702,225,confirmed,9539 Carroll Greens Apt. 409,West William,Uganda,2025-12-29,,
1703,252,cancelled,5453 Turner Corner Suite 178,East Matthewbury,Congo,2025-05-11,,
1704,336,pending,4766 Howard Lodge Suite 934,South Lindseymouth,Hungary,2025-11-12,,
1705,3,pending,48200 David Island Apt. 852,Youngchester,Burkina Faso,2025-09-23,,
1706,350,cancelled,7913 Bryant Alley Suite 405,Sarahfurt,Italy,2025-11-19,,
1707,138,delivered,94914 Randall Groves Apt. 877,Nicholastown,Bhutan,2024-04-01,2024-04-02,2024-04-09
1708,281,delivered,6494 Gray Glens Suite 808,New Brandon,Turkmenistan,2025-09-08,2025-09-09,2025-09-16
1709,81,delivered,31113 Mariah Drives,East Kimberlymouth,Jordan,2025-02-05,2025-02-06,2025-02-11
1710,159,returned,4054 Yang Mountain Suite 931,Lambertchester,Saint Kitts and Nevis,2025-04-01,2025-04-02,2025-04-04
1711,341,confirmed,3644 Jackson Burg,Keithborough,Suriname,2025-10-11,,
1712,372,delivered,66598 Janice Drives Apt. 045,Taylorville,Mayotte,2023-02-26,2023-03-03,2023-03-06
1713,417,delivered,311 Nelson Crest,Erikatown,Gambia,2024-09-12,2024-09-17,2024-09-24
1714,110,delivered,99398 Robert Forks Suite 810,Chapmanland,French Polynesia,2024-03-23,2024-03-24,2024-03-25
1715,458,delivered,105 Santiago Ville Apt. 421,Jefferyshire,Korea,2025-08-10,2025-08-13,2025-08-18
1716,198,delivered,434 Lutz Stravenue Apt. 895,North Timothymouth,Reunion,2025-09-22,2025-09-23,2025-09-29
1717,326,cancelled,4259 Julia Falls,East Jennystad,Kazakhstan,2025-04-08,,
1718,451,pending,2251 Moran Mountains,Port Adambury,Trinidad and Tobago,2025-10-04,,
1719,347,delivered,860 Mcguire Camp Suite 686,Nicholestad,United Arab Emirates,2025-12-16,2025-12-20,2025-12-24
1720,112,delivered,57941 Daniel Squares,Juanhaven,Portugal,2024-05-23,2024-05-25,2024-05-31
1721,37,shipped,618 Robinson Roads Apt. 705,East Sarahborough,Luxembourg,2024-07-30,2024-08-01,
1722,369,delivered,144 Sheri View Apt. 345,Davidstad,Puerto Rico,2025-11-23,2025-11-28,2025-12-05
1723,152,delivered,845 Jason Course Suite 731,Jennifershire,Singapore,2025-09-17,2025-09-20,2025-09-22
1724,103,confirmed,5094 West Islands,West Jennifer,Namibia,2025-03-06,,
1725,185,confirmed,298 Thomas Squares Apt. 314,Whiteland,Kyrgyz Republic,2025-10-04,,
1726,236,delivered,597 Warner Ford,Gregorychester,Luxembourg,2024-07-16,2024-07-17,2024-07-20
1727,302,shipped,69304 James Springs,Henrymouth,United States of America,2022-08-26,2022-08-31,
1728,401,delivered,23971 Washington Burgs,West Stephanie,Zambia,2023-07-04,2023-07-09,2023-07-16
1729,317,delivered,12394 Levy Lane,Port Steven,Turkmenistan,2024-11-26,2024-11-29,2024-12-03
1730,69,returned,00432 Jasmin Meadows Apt. 081,North Max,Austria,2025-01-17,2025-01-20,2025-01-27
1731,495,cancelled,49176 Danny Cape Suite 678,Olsenhaven,Liechtenstein,2024-12-05,,
1732,128,delivered,772 Scott Divide Apt. 427,North Taylor,Saint Barthelemy,2025-05-18,2025-05-19,2025-05-20
1733,239,pending,11731 Katrina Shoals,Martinberg,India,2025-06-20,,
1734,114,pending,66924 Leslie Cove,Mezafort,Tunisia,2025-04-01,,
1735,69,pending,9297 Bean Mission Suite 176,New Shelia,Malta,2025-07-16,,
1736,206,pending,0084 Gonzalez Stravenue Suite 001,South April,Reunion,2025-10-30,,
1737,200,confirmed,35714 Grace Mission Apt. 112,Taylorbury,Japan,2025-05-26,,
1738,193,pending,66873 Torres Gardens,Blanchardland,Honduras,2025-02-21,,
1739,126,confirmed,78956 Grant Green,Bennettshire,Chad,2025-09-21,,
1740,102,cancelled,8114 Smith Avenue Apt. 618,North Karenburgh,Saint Vincent and the Grenadines,2025-12-24,,
1741,253,delivered,5052 Francisco Orchard Suite 553,South Jefferyborough,Chad,2025-02-23,2025-02-25,2025-02-27
1742,349,delivered,419 Williamson Wells Suite 828,Maryview,Togo,2024-02-19,2024-02-24,2024-02-25
1743,361,shipped,647 Heather Keys Apt. 427,Port Matthewton,Gambia,2025-08-29,2025-08-30,
1744,125,delivered,7341 Edward Squares Suite 096,Lake Ernest,Thailand,2024-01-02,2024-01-04,2024-01-11
1745,361,delivered,6093 Green Mill,Krauseborough,Vanuatu,2025-11-16,2025-11-20,2025-11-22
1746,378,returned,61016 David Throughway,Heidimouth,Malaysia,2024-11-09,2024-11-14,2024-11-18
1747,310,delivered,193 Maldonado Drive,Christinetown,Turkmenistan,2024-05-28,2024-06-01,2024-06-05
1748,450,pending,4222 Gomez Gateway,South Thomasfort,Singapore,2025-11-18,,
1749,323,delivered,1563 Johnson Rest Suite 571,South Markland,Malaysia,2023-07-27,2023-07-29,2023-08-05
1750,418,shipped,8590 Brian Ridge,East Brianberg,Northern Mariana Islands,2024-03-07,2024-03-12,
1751,122,shipped,334 Bonilla Flats,Darylmouth,Djibouti,2025-11-27,2025-12-01,
1752,224,delivered,63186 White Fort Suite 862,East Matthew,Nepal,2025-11-03,2025-11-06,2025-11-09
1753,355,returned,64647 York Union Suite 432,New Brian,Liechtenstein,2025-07-05,2025-07-07,2025-07-12
1754,147,delivered,397 Jimmy Brook,Tuckerhaven,Saudi Arabia,2025-04-20,2025-04-24,2025-04-29
1755,1,returned,4127 Joshua Shores,West Sarah,Zimbabwe,2025-05-14,2025-05-16,2025-05-23
1756,216,delivered,30624 Russell Isle,Rothborough,Equatorial Guinea,2024-09-08,2024-09-12,2024-09-16
1757,458,delivered,2572 Terri Tunnel,Cardenasshire,Micronesia,2025-06-16,2025-06-19,2025-06-24
1758,114,shipped,0489 Beverly Rue,Kaylastad,Cambodia,2023-12-30,2024-01-04,
1759,213,delivered,49027 Graves Glen Suite 509,North Dillonland,Armenia,2025-12-16,2025-12-20,2025-12-27
1760,12,shipped,2278 Patricia Street,Aliciaside,Turkey,2025-06-15,2025-06-16,
1761,395,delivered,2991 Victoria Estates Suite 232,Lake Brianhaven,Georgia,2024-08-04,2024-08-07,2024-08-11
1762,205,returned,0258 Dawson Orchard Suite 092,Dianamouth,Malta,2025-01-21,2025-01-26,2025-02-01
1763,307,delivered,945 Smith Loaf Suite 415,Williammouth,Montenegro,2024-12-18,2024-12-23,2024-12-25
1764,360,delivered,407 Wright Haven Apt. 802,West Meganside,Lithuania,2025-07-24,2025-07-28,2025-07-30
1765,448,confirmed,84497 Paula Road,Richardberg,Gambia,2025-11-21,,
1766,140,returned,13119 Brian Junction Suite 495,Ginamouth,Brunei Darussalam,2024-02-16,2024-02-19,2024-02-26
1767,149,delivered,392 Maxwell Creek,East Janet,Zambia,2025-06-12,2025-06-16,2025-06-17
1768,164,pending,2920 Warner Gardens Apt. 171,East Angelafort,Mongolia,2024-10-03,,
1769,158,delivered,7009 Watkins River Apt. 940,East Jonathan,Syrian Arab Republic,2024-03-10,2024-03-15,2024-03-19
1770,10,cancelled,3767 Flores Overpass,Jessicaberg,Bulgaria,2025-01-18,,
1771,65,delivered,71245 Lisa Inlet Suite 736,Robertville,India,2025-01-02,2025-01-06,2025-01-10
1772,89,delivered,831 Randy Lights Suite 525,New Crystal,Martinique,2025-02-23,2025-02-27,2025-03-05
1773,11,delivered,7832 Andrew Parkways Suite 644,East Michael,Luxembourg,2024-07-11,2024-07-16,2024-07-19
1774,346,delivered,783 Andersen Flat,Port Brian,French Polynesia,2024-12-28,2025-01-01,2025-01-02
1775,372,cancelled,90024 Conley Walk Apt. 505,Margaretmouth,Liberia,2024-06-16,,
1776,360,delivered,96804 Hanson Grove,West Sarah,Uganda,2024-03-11,2024-03-14,2024-03-19
1777,141,delivered,687 Thompson Plaza,Port Jasonhaven,Maldives,2024-03-01,2024-03-06,2024-03-07
